contig,synthCount,contigOrthoCount,contigLength,geneDensity,contigOrthoCount>2,geneDensity>=0.000003,maxValue>=40%contigOrthoCount,X,2L,2R,3L,3R,4,Y,allocation
tig00002963,0,0,34998,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002964,0,0,28288,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002966,0,0,45789,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002968,0,0,36590,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002969,0,0,45378,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002970,0,0,44909,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002972,0,0,39451,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002973,0,0,27267,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002975,0,0,31943,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002977,0,0,35965,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002978,0,0,39161,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002979,0,0,208626,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002981,0,0,26533,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002984,0,0,48358,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002986,0,0,51939,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002988,0,0,39709,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002989,0,0,29000,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002991,0,0,32435,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002993,0,0,29548,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002995,0,0,39262,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002996,0,0,45332,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002997,0,0,29331,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00002999,0,0,90019,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003000,0,0,27012,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003002,0,0,24864,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003003,0,0,55693,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003004,0,0,44398,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003005,0,0,39958,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003006,0,0,69135,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003007,0,0,28250,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003008,0,0,29605,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003009,0,0,24957,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003010,0,0,34513,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003011,0,0,53232,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003012,0,0,31782,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003015,0,0,40532,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003017,0,0,66735,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003018,0,0,53489,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003019,0,0,25188,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003020,0,0,106425,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003021,0,0,30910,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003024,0,0,39056,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003027,0,0,29805,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003028,0,0,34889,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003030,0,0,37929,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003031,0,0,33864,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003032,0,0,33035,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003033,0,0,214066,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003034,0,0,48020,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003035,0,0,29298,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003036,0,0,24862,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003037,0,0,36029,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003044,0,0,21885,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003046,0,0,34957,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003048,0,0,39508,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003051,0,0,41752,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003052,0,0,61856,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003053,0,0,45043,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003055,0,0,34443,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003056,0,0,30536,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003058,0,0,35103,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003059,0,0,35967,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003061,0,0,40069,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003062,0,0,29193,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003063,0,0,35906,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003066,0,0,29768,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003067,0,0,28500,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003070,0,0,43789,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003071,0,0,35566,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003072,0,0,26687,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003074,0,0,32401,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003075,0,0,21116,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003076,0,0,27155,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003077,0,0,47356,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003083,0,0,25330,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003086,0,0,31549,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003090,0,0,20987,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003091,0,0,36989,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003093,0,0,31442,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003096,0,0,124210,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003097,0,0,35583,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003098,0,0,28657,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003101,0,0,46784,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003102,0,0,35271,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003104,0,0,29240,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003106,0,0,34492,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003110,0,0,38254,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003111,0,0,39030,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003113,0,0,32978,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003114,0,0,30577,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003116,0,0,39710,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003117,0,0,49461,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003118,0,0,41738,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003119,0,0,41013,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003120,0,0,28413,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003121,0,0,25485,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003122,0,0,32783,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003125,0,0,37049,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003128,0,0,151239,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003129,0,0,46783,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003133,0,0,36401,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003135,0,0,25238,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003136,0,0,41211,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003137,0,0,69785,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003138,0,0,44899,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003139,0,0,59457,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003140,0,0,33337,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003143,0,0,33370,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003144,0,0,37269,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003146,0,0,45382,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003147,0,0,34740,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003148,0,0,93548,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003150,0,0,27057,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003151,0,0,37069,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003152,0,0,29963,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003155,0,0,30720,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003157,0,0,33133,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003160,0,0,78429,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003161,0,0,46472,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003162,0,0,35528,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003163,0,0,35125,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003166,0,0,43598,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003172,0,0,38569,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003173,0,0,33917,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003175,0,0,28312,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003176,0,0,30962,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003179,0,0,27688,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003180,0,0,32851,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003181,0,0,35439,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003191,0,0,43186,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003194,0,0,26869,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003196,0,0,29003,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003207,0,0,40523,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003208,0,0,36595,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003209,0,0,75532,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003213,0,0,82789,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003214,0,0,25691,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003221,0,0,174781,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003222,0,0,31348,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003224,0,0,31698,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003225,0,0,30366,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003226,0,0,33544,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003227,0,0,30420,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003228,0,0,30272,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003230,0,0,45062,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003231,0,0,36542,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003232,0,0,35101,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003234,0,0,36083,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003236,0,0,38400,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003237,0,0,50127,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003239,0,0,40006,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003243,0,0,21708,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003244,0,0,32954,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003245,0,0,29794,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003248,0,0,74195,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003254,0,0,30051,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003255,0,0,95813,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003263,0,0,25811,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003265,0,0,25230,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003267,0,0,32140,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003269,0,0,43023,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003270,0,0,24574,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003272,0,0,23379,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003273,0,0,34211,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003274,0,0,32757,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003276,0,0,48789,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003278,0,0,29351,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003279,0,0,34313,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003281,0,0,28163,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003282,0,0,56807,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003283,0,0,35765,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003285,0,0,24895,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003287,0,0,34543,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003288,0,0,35390,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003291,0,0,34242,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003292,0,0,28256,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003293,0,0,29457,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003296,0,0,35930,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003297,0,0,33759,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003298,0,0,30340,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003301,0,0,37760,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003302,0,0,35822,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003303,0,0,44355,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003304,0,0,45119,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003305,0,0,38012,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003307,0,0,31750,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003308,0,0,31790,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003309,0,0,27588,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003310,0,0,34174,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003311,0,0,39177,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003312,0,0,24073,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003313,0,0,33106,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003314,0,0,38517,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003316,0,0,24764,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003317,0,0,49374,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003318,0,0,22456,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003319,0,0,34181,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003320,0,0,53818,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003322,0,0,158710,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003324,0,0,173302,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003325,0,0,48636,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003326,0,0,734176,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003327,0,0,41833,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003328,0,0,29209,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003329,0,0,32914,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003331,0,0,68139,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003332,0,0,34367,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003336,0,0,31808,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003337,0,0,42331,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003340,0,0,55981,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003343,0,0,27668,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003346,0,0,27517,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003348,0,0,25691,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003349,0,0,28295,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003350,0,0,131938,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003352,0,0,40107,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003355,0,0,38020,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003359,0,0,33783,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003360,0,0,40259,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003361,0,0,30956,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003362,0,0,45695,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003363,0,0,36419,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003364,0,0,25446,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003366,0,0,39697,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003367,0,0,28051,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003368,0,0,28511,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003371,0,0,28380,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003372,0,0,26074,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003375,0,0,26981,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003378,0,0,33706,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003379,0,0,25827,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003383,0,0,35775,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003384,0,0,30921,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003385,0,0,22477,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003386,0,0,39947,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003388,0,0,29573,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003389,0,0,46156,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003390,0,0,34392,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003391,0,0,30574,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003392,0,0,32635,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003393,0,0,21116,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003394,0,0,29134,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003395,0,0,36399,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003396,0,0,43811,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003397,0,0,33564,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003398,0,0,30428,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003399,0,0,33033,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003400,0,0,31609,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003401,0,0,28339,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003402,0,0,36936,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003403,0,0,33827,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003404,0,0,30101,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003405,0,0,32242,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003406,0,0,32634,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003407,0,0,24598,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003408,0,0,38915,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003409,0,0,31369,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003411,0,0,34957,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003412,0,0,27278,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003413,0,0,29975,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003415,0,0,107775,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003416,0,0,63493,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003417,0,0,28579,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003418,0,0,37771,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003419,0,0,51818,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003420,0,0,58304,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003422,0,0,22017,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003426,0,0,104550,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003427,0,0,22327,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003428,0,0,42102,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003429,0,0,34126,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003431,0,0,46960,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003432,0,0,23298,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003436,0,0,34980,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003438,0,0,30177,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003439,0,0,31603,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003442,0,0,49125,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003443,0,0,33668,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003448,0,0,29569,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003449,0,0,29906,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003450,0,0,37294,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003455,0,0,32777,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003457,0,0,36544,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003458,0,0,24441,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003459,0,0,30261,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003460,0,0,71345,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003464,0,0,27355,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003466,0,0,34831,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003467,0,0,33386,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003468,0,0,40284,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003472,0,0,42681,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003473,0,0,29522,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003474,0,0,60563,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003475,0,0,64315,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003482,0,0,39579,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003483,0,0,37735,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003484,0,0,29032,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003485,0,0,34594,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003486,0,0,23014,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003489,0,0,39048,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003497,0,0,29217,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003503,0,0,28937,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003505,0,0,34365,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003506,0,0,31675,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003507,0,0,39372,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003512,0,0,28291,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003513,0,0,651975,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003514,0,0,58263,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003515,0,0,39914,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003518,0,0,23877,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003520,0,0,33166,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003524,0,0,19397,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003526,0,0,114907,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003529,0,0,23253,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003535,0,0,58815,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003540,0,0,42744,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003542,0,0,47322,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003543,0,0,25168,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003544,0,0,25131,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003545,0,0,41219,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003547,0,0,31217,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003550,0,0,37910,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003553,0,0,55850,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003555,0,0,31892,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003560,0,0,28305,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003562,0,0,35296,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003563,0,0,34008,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003564,0,0,23296,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003566,0,0,247413,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003567,0,0,28105,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00003570,0,0,29879,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
